split,threshold,precision,recall
val_cc,0.999941,1.000000,0.302244
val_cc,0.999940,1.000000,0.302450
val_cc,0.999940,1.000000,0.302862
val_cc,0.999940,1.000000,0.303480
val_cc,0.999940,1.000000,0.304097
val_cc,0.999940,1.000000,0.304715
val_cc,0.999940,1.000000,0.304921
val_cc,0.999940,1.000000,0.305333
val_cc,0.999939,1.000000,0.306156
val_cc,0.999939,1.000000,0.306362
val_cc,0.999939,1.000000,0.306568
val_cc,0.999939,1.000000,0.306774
val_cc,0.999939,1.000000,0.306980
val_cc,0.999939,1.000000,0.307391
val_cc,0.999938,1.000000,0.308009
val_cc,0.999938,1.000000,0.308421
val_cc,0.999938,1.000000,0.308833
val_cc,0.999938,1.000000,0.309450
val_cc,0.999938,1.000000,0.309862
